YEAR,MONTH,DATE,SITE,TRANSECT,TREATMENT,SP_CODE,BLADE,OBS_CODE,NOTES,TAXON_GENUS,TAXON_SPECIES,SIZE,GROUP,SURVEY,TAXON_KINGDOM,TAXON_PHYLUM,TAXON_CLASS,TAXON_ORDER,TAXON_FAMILY,TAXON_FORMER_GENUS,TAXON_FORMER_SPECIES,COMMON_NAME,Substrate_type,Mobility,Growth_morph
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",1,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",5,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",8,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",12,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",10,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",9,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",7,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",11,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",10,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",2,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",6,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",12,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",8,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",4,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",7,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",6,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",10,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",0,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",9,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",10,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",4,CONTROL,"""PTCA""",7,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",7,ANNUAL REMOVAL,"""LAFA""",0,63,"""NO PLANTS""","""Laminaria""","""farlowii""","""(>15cm bld width)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Laminariaceae""","""-99999""","""-99999""","""Oar Weed""","""HARD""","""SESSILE""","""SOLITARY"""
2008,1,2008-01-30,"""AQUE""",7,ANNUAL REMOVAL,"""PTCA""",-99999,63,"""NO PLANTS""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""LAFA""",0,36,"""NO PLANTS""","""Laminaria""","""farlowii""","""(>15cm bld width)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Laminariaceae""","""-99999""","""-99999""","""Oar Weed""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",6,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",7,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",4,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",3,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",4,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",4,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",3,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",7,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",8,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",6,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",7,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",2,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",4,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",6,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",9,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",8,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",7,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",4,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",7,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",5,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",7,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",4,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",8,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",13,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",3,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",7,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",0,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",3,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",5,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-05,"""AQUE""",4,CONTROL,"""PTCA""",6,36,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-07,"""AQUE""",7,ANNUAL REMOVAL,"""LAFA""",0,64,"""NO PLANTS""","""Laminaria""","""farlowii""","""(>15cm bld width)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Laminariaceae""","""-99999""","""-99999""","""Oar Weed""","""HARD""","""SESSILE""","""SOLITARY"""
2008,3,2008-03-07,"""AQUE""",7,ANNUAL REMOVAL,"""PTCA""",-99999,64,"""NO PLANTS""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,4,2008-04-01,"""AQUE""",4,CONTROL,"""LAFA""",0,63,"""NO PLANTS""","""Laminaria""","""farlowii""","""(>15cm bld width)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Laminariaceae""","""-99999""","""-99999""","""Oar Weed""","""HARD""","""SESSILE""","""SOLITARY"""
2008,4,2008-04-01,"""AQUE""",4,CONTROL,"""PTCA""",6,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,4,2008-04-01,"""AQUE""",4,CONTROL,"""PTCA""",4,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
2008,4,2008-04-01,"""AQUE""",4,CONTROL,"""PTCA""",7,63,"""-99999""","""Pterygophora""","""californica""","""adult stipe(>20 cm lgth >0.5 cm diam)""","""ALGAE""","""SWATH""","""Plantae""","""Phaeophyta""","""Phaeophyceae""","""Laminariales""","""Alariaceae""","""-99999""","""-99999""","""Palm Kelp""","""HARD""","""SESSILE""","""SOLITARY"""
